path,filename,product_name,model,condition,barcode,anomaly_type,is_anomaly
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387718_GradeA_up_20250820_092140_full.jpg,194253387718_GradeA_up_20250820_092140_full.jpg,iPad,10,Good,194253387718,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387718_GradeA_up_20250820_092152_full.jpg,194253387718_GradeA_up_20250820_092152_full.jpg,iPad,10,Good,194253387718,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_down_20250820_100621_full.jpg,194253387985_GradeA_down_20250820_100621_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_down_20250820_100636_full.jpg,194253387985_GradeA_down_20250820_100636_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_down_20250820_100649_full.jpg,194253387985_GradeA_down_20250820_100649_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_up_20250820_100540_full.jpg,194253387985_GradeA_up_20250820_100540_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_up_20250820_100553_full.jpg,194253387985_GradeA_up_20250820_100553_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253387985_GradeA_up_20250820_100607_full.jpg,194253387985_GradeA_up_20250820_100607_full.jpg,iPad,10,Good,194253387985,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_GradeA_down_20250820_092906_full.jpg,194253389873_GradeA_down_20250820_092906_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_GradeA_down_20250820_092919_full.jpg,194253389873_GradeA_down_20250820_092919_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_GradeA_up_20250820_092804_full.jpg,194253389873_GradeA_up_20250820_092804_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_GradeA_up_20250820_092821_full.jpg,194253389873_GradeA_up_20250820_092821_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_GradeA_up_20250820_092834_full.jpg,194253389873_GradeA_up_20250820_092834_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_down_20250819_142750_full.jpg,194253389873_Mint_down_20250819_142750_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_down_20250819_142800_full.jpg,194253389873_Mint_down_20250819_142800_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_down_20250819_142810_full.jpg,194253389873_Mint_down_20250819_142810_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_up_20250819_142719_full.jpg,194253389873_Mint_up_20250819_142719_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_up_20250819_142729_full.jpg,194253389873_Mint_up_20250819_142729_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253389873_Mint_up_20250819_142740_full.jpg,194253389873_Mint_up_20250819_142740_full.jpg,iPad,10,Good,194253389873,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_GradeA_down_20250820_120836_full.jpg,194253390145_GradeA_down_20250820_120836_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_GradeA_down_20250820_120850_full.jpg,194253390145_GradeA_down_20250820_120850_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_GradeA_up_20250820_120755_full.jpg,194253390145_GradeA_up_20250820_120755_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_GradeA_up_20250820_120809_full.jpg,194253390145_GradeA_up_20250820_120809_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_GradeA_up_20250820_120823_full.jpg,194253390145_GradeA_up_20250820_120823_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_Mint_down_20250819_150008_full.jpg,194253390145_Mint_down_20250819_150008_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_Mint_down_20250819_150017_full.jpg,194253390145_Mint_down_20250819_150017_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390145_Mint_up_20250819_145937_full.jpg,194253390145_Mint_up_20250819_145937_full.jpg,iPad,10,Good,194253390145,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390411_GradeA_down_20250820_102643_full.jpg,194253390411_GradeA_down_20250820_102643_full.jpg,iPad,10,Good,194253390411,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390411_GradeA_down_20250820_102656_full.jpg,194253390411_GradeA_down_20250820_102656_full.jpg,iPad,10,Good,194253390411,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_10_Good\194253390411_GradeA_up_20250820_102602_full.jpg,194253390411_GradeA_up_20250820_102602_full.jpg,iPad,10,Good,194253390411,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250820_120528_full.jpg,195950084931_GradeA_down_20250820_120528_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250820_120542_full.jpg,195950084931_GradeA_down_20250820_120542_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082436_full.jpg,195950084931_GradeA_down_20250821_082436_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082446_full.jpg,195950084931_GradeA_down_20250821_082446_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082456_full.jpg,195950084931_GradeA_down_20250821_082456_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082603_full.jpg,195950084931_GradeA_down_20250821_082603_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082627_full.jpg,195950084931_GradeA_down_20250821_082627_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082724_full.jpg,195950084931_GradeA_down_20250821_082724_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_down_20250821_082747_full.jpg,195950084931_GradeA_down_20250821_082747_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250820_120432_full.jpg,195950084931_GradeA_up_20250820_120432_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250820_120445_full.jpg,195950084931_GradeA_up_20250820_120445_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082402_full.jpg,195950084931_GradeA_up_20250821_082402_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082414_full.jpg,195950084931_GradeA_up_20250821_082414_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082425_full.jpg,195950084931_GradeA_up_20250821_082425_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082526_full.jpg,195950084931_GradeA_up_20250821_082526_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082539_full.jpg,195950084931_GradeA_up_20250821_082539_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082551_full.jpg,195950084931_GradeA_up_20250821_082551_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082655_full.jpg,195950084931_GradeA_up_20250821_082655_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_GradeA_up_20250821_082715_full.jpg,195950084931_GradeA_up_20250821_082715_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_Mint_down_20250819_151008_full.jpg,195950084931_Mint_down_20250819_151008_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_Mint_up_20250819_150916_full.jpg,195950084931_Mint_up_20250819_150916_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_Mint_up_20250819_150926_full.jpg,195950084931_Mint_up_20250819_150926_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950084931_Mint_up_20250819_150936_full.jpg,195950084931_Mint_up_20250819_150936_full.jpg,iPad,11,Good,195950084931,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086232_GradeA_down_20250820_093202_full.jpg,195950086232_GradeA_down_20250820_093202_full.jpg,iPad,11,Good,195950086232,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086232_GradeA_down_20250820_093229_full.jpg,195950086232_GradeA_down_20250820_093229_full.jpg,iPad,11,Good,195950086232,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086232_GradeA_up_20250820_093134_full.jpg,195950086232_GradeA_up_20250820_093134_full.jpg,iPad,11,Good,195950086232,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086232_GradeA_up_20250820_093148_full.jpg,195950086232_GradeA_up_20250820_093148_full.jpg,iPad,11,Good,195950086232,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_down_20250819_141506_full.jpg,195950086461_Mint_down_20250819_141506_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_down_20250819_141516_full.jpg,195950086461_Mint_down_20250819_141516_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_down_20250819_141526_full.jpg,195950086461_Mint_down_20250819_141526_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_up_20250819_141436_full.jpg,195950086461_Mint_up_20250819_141436_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_up_20250819_141446_full.jpg,195950086461_Mint_up_20250819_141446_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086461_Mint_up_20250819_141456_full.jpg,195950086461_Mint_up_20250819_141456_full.jpg,iPad,11,Good,195950086461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086690_GradeA_down_20250820_093911_full.jpg,195950086690_GradeA_down_20250820_093911_full.jpg,iPad,11,Good,195950086690,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086690_GradeA_down_20250820_093924_full.jpg,195950086690_GradeA_down_20250820_093924_full.jpg,iPad,11,Good,195950086690,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086690_GradeA_up_20250820_093818_full.jpg,195950086690_GradeA_up_20250820_093818_full.jpg,iPad,11,Good,195950086690,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086690_GradeA_up_20250820_093830_full.jpg,195950086690_GradeA_up_20250820_093830_full.jpg,iPad,11,Good,195950086690,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950086690_GradeA_up_20250820_093845_full.jpg,195950086690_GradeA_up_20250820_093845_full.jpg,iPad,11,Good,195950086690,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_down_20250820_100955_full.jpg,195950087154_GradeA_down_20250820_100955_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_down_20250820_101009_full.jpg,195950087154_GradeA_down_20250820_101009_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_down_20250820_101028_full.jpg,195950087154_GradeA_down_20250820_101028_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_up_20250820_100859_full.jpg,195950087154_GradeA_up_20250820_100859_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_up_20250820_100913_full.jpg,195950087154_GradeA_up_20250820_100913_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087154_GradeA_up_20250820_100926_full.jpg,195950087154_GradeA_up_20250820_100926_full.jpg,iPad,11,Good,195950087154,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_GradeA_down_20250820_094114_full.jpg,195950087383_GradeA_down_20250820_094114_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_GradeA_down_20250820_094127_full.jpg,195950087383_GradeA_down_20250820_094127_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_GradeA_up_20250820_094033_full.jpg,195950087383_GradeA_up_20250820_094033_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_GradeA_up_20250820_094047_full.jpg,195950087383_GradeA_up_20250820_094047_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_Mint_down_20250819_150724_full.jpg,195950087383_Mint_down_20250819_150724_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_Mint_down_20250819_150734_full.jpg,195950087383_Mint_down_20250819_150734_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_Mint_up_20250819_150705_full.jpg,195950087383_Mint_up_20250819_150705_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950087383_Mint_up_20250819_150714_full.jpg,195950087383_Mint_up_20250819_150714_full.jpg,iPad,11,Good,195950087383,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_down_20250820_102826_full.jpg,195950088076_GradeA_down_20250820_102826_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_down_20250820_102838_full.jpg,195950088076_GradeA_down_20250820_102838_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_down_20250820_102851_full.jpg,195950088076_GradeA_down_20250820_102851_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_up_20250820_102743_full.jpg,195950088076_GradeA_up_20250820_102743_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_up_20250820_102756_full.jpg,195950088076_GradeA_up_20250820_102756_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_11_Good\195950088076_GradeA_up_20250820_102810_full.jpg,195950088076_GradeA_up_20250820_102810_full.jpg,iPad,11,Good,195950088076,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_6_Cellular_Counterfeit\190198647818_Counterfeit_down_20250821_104020_full.jpg,190198647818_Counterfeit_down_20250821_104020_full.jpg,iPad_6,Cellular,Counterfeit,190198647818,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\iPad_6_Cellular_Counterfeit\190198647818_Counterfeit_up_20250821_104007_full.jpg,190198647818_Counterfeit_up_20250821_104007_full.jpg,iPad_6,Cellular,Counterfeit,190198647818,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\iPad_6_Counterfeit\190198648952_Counterfeit_down_20250821_104159_full.jpg,190198648952_Counterfeit_down_20250821_104159_full.jpg,iPad,6,Counterfeit,190198648952,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\iPad_6_Counterfeit\190198648952_Counterfeit_up_20250821_104145_full.jpg,190198648952_Counterfeit_up_20250821_104145_full.jpg,iPad,6,Counterfeit,190198648952,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_down_20250819_150116_full.jpg,194252514801_Mint_down_20250819_150116_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_down_20250819_150126_full.jpg,194252514801_Mint_down_20250819_150126_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_down_20250819_150136_full.jpg,194252514801_Mint_down_20250819_150136_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_up_20250819_150046_full.jpg,194252514801_Mint_up_20250819_150046_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_up_20250819_150057_full.jpg,194252514801_Mint_up_20250819_150057_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252514801_Mint_up_20250819_150107_full.jpg,194252514801_Mint_up_20250819_150107_full.jpg,iPad,9,Good,194252514801,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516461_Mint_down_20250819_141701_full.jpg,194252516461_Mint_down_20250819_141701_full.jpg,iPad,9,Good,194252516461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516461_Mint_down_20250819_141722_full.jpg,194252516461_Mint_down_20250819_141722_full.jpg,iPad,9,Good,194252516461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516461_Mint_up_20250819_141631_full.jpg,194252516461_Mint_up_20250819_141631_full.jpg,iPad,9,Good,194252516461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516461_Mint_up_20250819_141642_full.jpg,194252516461_Mint_up_20250819_141642_full.jpg,iPad,9,Good,194252516461,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516737_GradeA_down_20250820_113835_full.jpg,194252516737_GradeA_down_20250820_113835_full.jpg,iPad,9,Good,194252516737,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516737_GradeA_up_20250820_113743_full.jpg,194252516737_GradeA_up_20250820_113743_full.jpg,iPad,9,Good,194252516737,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516737_GradeA_up_20250820_113755_full.jpg,194252516737_GradeA_up_20250820_113755_full.jpg,iPad,9,Good,194252516737,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_9_Good\194252516737_GradeA_up_20250820_113809_full.jpg,194252516737_GradeA_up_20250820_113809_full.jpg,iPad,9,Good,194252516737,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_down_20250820_093026_full.jpg,194252793367_GradeA_down_20250820_093026_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_down_20250820_093039_full.jpg,194252793367_GradeA_down_20250820_093039_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_down_20250820_093053_full.jpg,194252793367_GradeA_down_20250820_093053_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_up_20250820_092946_full.jpg,194252793367_GradeA_up_20250820_092946_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_up_20250820_093000_full.jpg,194252793367_GradeA_up_20250820_093000_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_GradeA_up_20250820_093012_full.jpg,194252793367_GradeA_up_20250820_093012_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_Mint_down_20250819_150505_full.jpg,194252793367_Mint_down_20250819_150505_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_Mint_down_20250819_150516_full.jpg,194252793367_Mint_down_20250819_150516_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_Mint_up_20250819_150425_full.jpg,194252793367_Mint_up_20250819_150425_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252793367_Mint_up_20250819_150446_full.jpg,194252793367_Mint_up_20250819_150446_full.jpg,iPad_Air,5,Good,194252793367,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_down_20250820_094612_full.jpg,194252794593_GradeA_down_20250820_094612_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_down_20250820_094625_full.jpg,194252794593_GradeA_down_20250820_094625_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_down_20250820_094639_full.jpg,194252794593_GradeA_down_20250820_094639_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_up_20250820_094519_full.jpg,194252794593_GradeA_up_20250820_094519_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_up_20250820_094534_full.jpg,194252794593_GradeA_up_20250820_094534_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252794593_GradeA_up_20250820_094558_full.jpg,194252794593_GradeA_up_20250820_094558_full.jpg,iPad_Air,5,Good,194252794593,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795132_GradeA_down_20250820_095025_full.jpg,194252795132_GradeA_down_20250820_095025_full.jpg,iPad_Air,5,Good,194252795132,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795132_GradeA_down_20250820_095038_full.jpg,194252795132_GradeA_down_20250820_095038_full.jpg,iPad_Air,5,Good,194252795132,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795132_GradeA_up_20250820_094945_full.jpg,194252795132_GradeA_up_20250820_094945_full.jpg,iPad_Air,5,Good,194252795132,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795132_GradeA_up_20250820_094958_full.jpg,194252795132_GradeA_up_20250820_094958_full.jpg,iPad_Air,5,Good,194252795132,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795408_Mint_down_20250819_145548_full.jpg,194252795408_Mint_down_20250819_145548_full.jpg,iPad_Air,5,Good,194252795408,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795408_Mint_down_20250819_145558_full.jpg,194252795408_Mint_down_20250819_145558_full.jpg,iPad_Air,5,Good,194252795408,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795408_Mint_down_20250819_145609_full.jpg,194252795408_Mint_down_20250819_145609_full.jpg,iPad_Air,5,Good,194252795408,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795408_Mint_up_20250819_145515_full.jpg,194252795408_Mint_up_20250819_145515_full.jpg,iPad_Air,5,Good,194252795408,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252795408_Mint_up_20250819_145538_full.jpg,194252795408_Mint_up_20250819_145538_full.jpg,iPad_Air,5,Good,194252795408,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_down_20250820_095350_full.jpg,194252796757_GradeA_down_20250820_095350_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_down_20250821_082302_full.jpg,194252796757_GradeA_down_20250821_082302_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_down_20250821_082312_full.jpg,194252796757_GradeA_down_20250821_082312_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_up_20250820_095251_full.jpg,194252796757_GradeA_up_20250820_095251_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_up_20250820_095308_full.jpg,194252796757_GradeA_up_20250820_095308_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
./extracted_data/clarity_dataset_v6\train\iPad_Air_5_Good\194252796757_GradeA_up_20250820_095321_full.jpg,194252796757_GradeA_up_20250820_095321_full.jpg,iPad_Air,5,Good,194252796757,Grade A,False
